Basidiomycota,belongs_to,Fungi
Basidiomycota,belongs_to,Fungi
Basidiomycota,belongs_to,Fungi
Basidiomycota,belongs_to,Fungi
Basidiomycota,belongs_to,Fungi
Basidiomycota,belongs_to,Fungi
Basidiomycota,belongs_to,Fungi
Basidiomycota,belongs_to,Fungi
Basidiomycota,belongs_to,Fungi
Basidiomycota,belongs_to,Fungi
Basidiomycota,belongs_to,Fungi
Basidiomycota,belongs_to,Fungi
Basidiomycota,belongs_to,Fungi
Basidiomycota,belongs_to,Fungi
Basidiomycota,belongs_to,Fungi
Basidiomycota,belongs_to,Fungi
Basidiomycota,belongs_to,Fungi
Basidiomycota,belongs_to,Fungi
Basidiomycota,belongs_to,Fungi
Basidiomycota,belongs_to,Fungi
Basidiomycota,belongs_to,Fungi
Basidiomycota,belongs_to,Fungi
Basidiomycota,belongs_to,Fungi
Basidiomycota,belongs_to,Fungi
Basidiomycota,belongs_to,Fungi
Basidiomycota,belongs_to,Fungi
Basidiomycota,belongs_to,Fungi
Basidiomycota,belongs_to,Fungi
Basidiomycota,belongs_to,Fungi
Basidiomycota,belongs_to,Fungi
Basidiomycota,belongs_to,Fungi
Basidiomycota,belongs_to,Fungi
Basidiomycota,belongs_to,Fungi
Basidiomycota,belongs_to,Fungi
Basidiomycota,belongs_to,Fungi
Basidiomycota,belongs_to,Fungi
Basidiomycota,belongs_to,Fungi
Basidiomycota,belongs_to,Fungi
Basidiomycota,belongs_to,Fungi
Basidiomycota,belongs_to,Fungi
Basidiomycota,belongs_to,Fungi
Basidiomycota,belongs_to,Fungi
Basidiomycota,belongs_to,Fungi
Basidiomycota,belongs_to,Fungi
Basidiomycota,belongs_to,Fungi
Basidiomycota,belongs_to,Fungi
Basidiomycota,belongs_to,Fungi
Basidiomycota,belongs_to,Fungi
Basidiomycota,belongs_to,Fungi
Basidiomycota,belongs_to,Fungi
Basidiomycota,belongs_to,Fungi
Basidiomycota,belongs_to,Fungi
Basidiomycota,belongs_to,Fungi
Basidiomycota,belongs_to,Fungi
Basidiomycota,belongs_to,Fungi
Basidiomycota,belongs_to,Fungi
Basidiomycota,is_type,Phylum
Basidiomycota,is_type,Phylum
Basidiomycota,is_type,Phylum
Basidiomycota,is_type,Phylum
Basidiomycota,is_type,Phylum
Basidiomycota,is_type,Phylum
Basidiomycota,is_type,Phylum
Basidiomycota,is_type,Phylum
Basidiomycota,is_type,Phylum
Basidiomycota,is_type,Phylum
Basidiomycota,is_type,Phylum
Basidiomycota,is_type,Phylum
Basidiomycota,is_type,Phylum
Basidiomycota,is_type,Phylum
Basidiomycota,is_type,Phylum
Basidiomycota,is_type,Phylum
Basidiomycota,is_type,Phylum
Basidiomycota,is_type,Phylum
Basidiomycota,is_type,Phylum
Basidiomycota,is_type,Phylum
Basidiomycota,is_type,Phylum
Basidiomycota,is_type,Phylum
Basidiomycota,is_type,Phylum
Basidiomycota,is_type,Phylum
Basidiomycota,is_type,Phylum
Basidiomycota,is_type,Phylum
Basidiomycota,is_type,Phylum
Basidiomycota,is_type,Phylum
Basidiomycota,is_type,Phylum
Basidiomycota,is_type,Phylum
Basidiomycota,is_type,Phylum
Basidiomycota,is_type,Phylum
Basidiomycota,is_type,Phylum
Basidiomycota,is_type,Phylum
Basidiomycota,is_type,Phylum
Basidiomycota,is_type,Phylum
Basidiomycota,is_type,Phylum
Basidiomycota,is_type,Phylum
Basidiomycota,is_type,Phylum
Basidiomycota,is_type,Phylum
Basidiomycota,is_type,Phylum
Basidiomycota,is_type,Phylum
Basidiomycota,is_type,Phylum
Basidiomycota,is_type,Phylum
Basidiomycota,is_type,Phylum
Basidiomycota,is_type,Phylum
Basidiomycota,is_type,Phylum
Basidiomycota,is_type,Phylum
Basidiomycota,is_type,Phylum
Basidiomycota,is_type,Phylum
Basidiomycota,is_type,Phylum
Basidiomycota,is_type,Phylum
Basidiomycota,is_type,Phylum
Basidiomycota,is_type,Phylum
Basidiomycota,is_type,Phylum
Basidiomycota,is_type,Phylum
Basidiomycota,is_type,Phylum
Basidiomycota,is_type,Phylum
Basidiomycota,is_type,Phylum
Basidiomycota,is_type,Phylum
Basidiomycota,is_type,Phylum
Basidiomycota,is_type,Phylum
Basidiomycota,is_type,Phylum
Basidiomycota,is_type,Phylum
Basidiomycota,is_type,Phylum
Basidiomycota,is_type,Phylum
Basidiomycota,is_type,Phylum
Basidiomycota,is_type,Phylum
Basidiomycota,is_type,Phylum
Basidiomycota,is_type,Phylum
Basidiomycota,is_type,Phylum
Basidiomycota,is_type,Phylum
Basidiomycota,is_type,Phylum
Basidiomycota,is_type,Phylum
Basidiomycota,is_type,Phylum
Basidiomycota,is_type,Phylum
Basidiomycota,is_type,Phylum
Basidiomycota,is_type,Phylum
Basidiomycota,is_type,Phylum
Basidiomycota,is_type,Phylum
Betula pendula,belongs_to,Betulaceae
Betula pendula,is_type,Species
Betulaceae,belongs_to,Fagales
Betulaceae,belongs_to,Fagales
Betulaceae,belongs_to,Fagales
Betulaceae,is_type,Family
Betulaceae,is_type,Family
Betulaceae,is_type,Family
Bidens frondosa,belongs_to,Asteraceae
Bidens frondosa,is_type,Species
Bivalvia,belongs_to,Mollusca
Bivalvia,belongs_to,Mollusca
Bivalvia,is_type,Class
Bivalvia,is_type,Class
Blechnaceae,belongs_to,Polypodiales
Blechnaceae,belongs_to,Polypodiales
Blechnaceae,is_type,Family
Blechnaceae,is_type,Family
Boletaceae,belongs_to,Boletales
Boletaceae,belongs_to,Boletales
Boletaceae,belongs_to,Boletales
Boletaceae,belongs_to,Boletales
Boletaceae,belongs_to,Boletales
Boletaceae,belongs_to,Boletales
Boletaceae,belongs_to,Boletales
Boletaceae,belongs_to,Boletales
Boletaceae,belongs_to,Boletales
Boletaceae,is_type,Family
Boletaceae,is_type,Family
Boletaceae,is_type,Family
Boletaceae,is_type,Family
Boletaceae,is_type,Family
Boletaceae,is_type,Family
Boletaceae,is_type,Family
Boletaceae,is_type,Family
Boletaceae,is_type,Family
Boletales,belongs_to,Agaricomycetes
Boletales,belongs_to,Agaricomycetes
Boletales,belongs_to,Agaricomycetes
Boletales,belongs_to,Agaricomycetes
Boletales,belongs_to,Agaricomycetes
Boletales,belongs_to,Agaricomycetes
Boletales,belongs_to,Agaricomycetes
Boletales,belongs_to,Agaricomycetes
Boletales,belongs_to,Agaricomycetes
Boletales,belongs_to,Agaricomycetes
Boletales,belongs_to,Agaricomycetes
Boletales,belongs_to,Agaricomycetes
Boletales,belongs_to,Agaricomycetes
Boletales,belongs_to,Agaricomycetes
Boletales,belongs_to,Agaricomycetes
Boletales,is_type,Order
Boletales,is_type,Order
Boletales,is_type,Order
Boletales,is_type,Order
Boletales,is_type,Order
Boletales,is_type,Order
Boletales,is_type,Order
Boletales,is_type,Order
Boletales,is_type,Order
Boletales,is_type,Order
Boletales,is_type,Order
Boletales,is_type,Order
Boletales,is_type,Order
Boletales,is_type,Order
Boletales,is_type,Order
Boletus bicolor,belongs_to,Boletaceae
Boletus bicolor,is_type,Species
Bolinopsidae,belongs_to,Lobata
Bolinopsidae,is_type,Family
Boloria selene,belongs_to,Nymphalidae
Boloria selene,is_type,Species
Bombus abnormis,belongs_to,Apidae
Bombus abnormis,is_type,Species
Bombus impatiens,belongs_to,Apidae
Bombus impatiens,is_type,Species
Botryllidae,belongs_to,Pleurogona
Botryllidae,is_type,Family
Botryllus schlosseri,belongs_to,Botryllidae
Botryllus schlosseri,is_type,Species
Botryosphaeriaceae,belongs_to,Dothideales
Botryosphaeriaceae,is_type,Family
Branta canadensis,belongs_to,Anatidae
Branta canadensis,is_type,Species
Bryophyta,belongs_to,Plantae
Bryophyta,belongs_to,Plantae
Bryophyta,belongs_to,Plantae
Bryophyta,belongs_to,Plantae
Bryophyta,belongs_to,Plantae
Bryophyta,belongs_to,Plantae
Bryophyta,is_type,Phylum
Bryophyta,is_type,Phylum
Bryophyta,is_type,Phylum
Bryophyta,is_type,Phylum
Bryophyta,is_type,Phylum
Bryophyta,is_type,Phylum
Bryopsida,belongs_to,Bryophyta
Bryopsida,belongs_to,Bryophyta
Bryopsida,belongs_to,Bryophyta
Bryopsida,is_type,Class
Bryopsida,is_type,Class
Bryopsida,is_type,Class
Bryopsidales,belongs_to,Bryopsidophyceae
Bryopsidales,is_type,Order
Bryopsidophyceae,belongs_to,Chlorophyta
Bryopsidophyceae,is_type,Class
Buccinidae,belongs_to,Neogastropoda
Buccinidae,is_type,Family
Bufo americanus,belongs_to,Bufonidae
Bufo americanus,is_type,Species
Bufonidae,belongs_to,Anura
Bufonidae,is_type,Family
Busycon carica,belongs_to,Buccinidae
Busycon carica,is_type,Species
Buteo jamaicensis,belongs_to,Accipitridae
Buteo jamaicensis,is_type,Species
Butorides virescens,belongs_to,Ardeidae
Butorides virescens,is_type,Species
Callinectes sapidus,belongs_to,Portunidae
Callinectes sapidus,is_type,Species
Calliphoridae,belongs_to,Diptera
Calliphoridae,is_type,Family
Calyptraeidae,belongs_to,Neotaenioglossa
Calyptraeidae,is_type,Family
Campaea perlata,belongs_to,Geometridae
Campaea perlata,is_type,Species
Canalipalpata,belongs_to,Polychaeta
Canalipalpata,is_type,Order
Cantharellaceae,belongs_to,Cantharellales
Cantharellaceae,belongs_to,Cantharellales
Cantharellaceae,is_type,Family
Cantharellaceae,is_type,Family
Cantharellales,belongs_to,Agaricomycetes
Cantharellales,belongs_to,Agaricomycetes
Cantharellales,is_type,Order
Cantharellales,is_type,Order
Cantharellus cinnabarinus,belongs_to,Cantharellaceae
Cantharellus cinnabarinus,is_type,Species
Caprifoliaceae,belongs_to,Dipsacales
Caprifoliaceae,belongs_to,Dipsacales
Caprifoliaceae,belongs_to,Dipsacales
Caprifoliaceae,belongs_to,Dipsacales
Caprifoliaceae,belongs_to,Dipsacales
Caprifoliaceae,is_type,Family
Caprifoliaceae,is_type,Family
Caprifoliaceae,is_type,Family
Caprifoliaceae,is_type,Family
Caprifoliaceae,is_type,Family
Carabidae,belongs_to,Coleoptera
Carabidae,is_type,Family
Cardinalidae,belongs_to,Passeriformes
Cardinalidae,is_type,Family
Cardinalis cardinalis,belongs_to,Cardinalidae
Cardinalis cardinalis,is_type,Species
Carduelis tristis,belongs_to,Fringillidae
Carduelis tristis,is_type,Species
Carex pensylvanica,belongs_to,Cyperaceae
Carex pensylvanica,is_type,Species
Carnivora,belongs_to,Mammalia
Carnivora,belongs_to,Mammalia
Carnivora,is_type,Order
Carnivora,is_type,Order
Carpodacus mexicanus,belongs_to,Fringillidae
Carpodacus mexicanus,is_type,Species
Caryophyllaceae,belongs_to,Caryophyllales
Caryophyllaceae,belongs_to,Caryophyllales
Caryophyllaceae,is_type,Family
Caryophyllaceae,is_type,Family
Caryophyllales,belongs_to,Magnoliopsida
Caryophyllales,belongs_to,Magnoliopsida
Caryophyllales,belongs_to,Magnoliopsida
Caryophyllales,belongs_to,Magnoliopsida
Caryophyllales,belongs_to,Magnoliopsida
Caryophyllales,belongs_to,Magnoliopsida
Caryophyllales,belongs_to,Magnoliopsida
Caryophyllales,belongs_to,Magnoliopsida
Caryophyllales,belongs_to,Magnoliopsida
Caryophyllales,belongs_to,Magnoliopsida
Caryophyllales,belongs_to,Magnoliopsida
Caryophyllales,is_type,Order
Caryophyllales,is_type,Order
Caryophyllales,is_type,Order
Caryophyllales,is_type,Order
Caryophyllales,is_type,Order
Caryophyllales,is_type,Order
Caryophyllales,is_type,Order
Caryophyllales,is_type,Order
Caryophyllales,is_type,Order
Caryophyllales,is_type,Order
Caryophyllales,is_type,Order
Cathartes aura,belongs_to,Cathartidae
Cathartes aura,is_type,Species
Cathartidae,belongs_to,Accipitriformes
Cathartidae,is_type,Family
Celastraceae,belongs_to,Celastrales
Celastraceae,is_type,Family
Celastrales,belongs_to,Magnoliopsida
Celastrales,is_type,Order
Celastrus orbiculatus,belongs_to,Celastraceae
Celastrus orbiculatus,is_type,Species
Centaurea stoebe,belongs_to,Asteraceae
Centaurea stoebe,is_type,Species
Ceramiales,belongs_to,Rhodophyceae
Ceramiales,belongs_to,Rhodophyceae
Ceramiales,is_type,Order
Ceramiales,is_type,Order
Cerastium glomeratum,belongs_to,Caryophyllaceae
Cerastium glomeratum,is_type,Species
Cetacea,belongs_to,Mammalia
Cetacea,is_type,Order
Chamaecyparis thyoides,belongs_to,Cupressaceae
Chamaecyparis thyoides,is_type,Species
Chamaedaphne calyculata,belongs_to,Ericaceae
Chamaedaphne calyculata,is_type,Species
Chamaesyce maculata,belongs_to,Euphorbiaceae
Chamaesyce maculata,is_type,Species
Champia parvula,belongs_to,Champiaceae
Champia parvula,is_type,Species
Champiaceae,belongs_to,Rhodymeniales
Champiaceae,is_type,Family
Charadriiformes,belongs_to,Aves
Charadriiformes,belongs_to,Aves
Charadriiformes,belongs_to,Aves
Charadriiformes,belongs_to,Aves
Charadriiformes,belongs_to,Aves
Charadriiformes,is_type,Order
Charadriiformes,is_type,Order
Charadriiformes,is_type,Order
Charadriiformes,is_type,Order
Charadriiformes,is_type,Order
Chenopodiaceae,belongs_to,Caryophyllales
Chenopodiaceae,belongs_to,Caryophyllales
Chenopodiaceae,is_type,Family
Chenopodiaceae,is_type,Family
Chimaphila maculata,belongs_to,Pyrolaceae
Chimaphila maculata,is_type,Species
Chimaphila umbellata,belongs_to,Pyrolaceae
Chimaphila umbellata,is_type,Species
Chlorophyta,belongs_to,Plantae
Chlorophyta,belongs_to,Plantae
Chlorophyta,is_type,Phylum
Chlorophyta,is_type,Phylum
Chondrus crispus,belongs_to,Gigartinaceae
Chondrus crispus,is_type,Species
Chordata,belongs_to,Animalia
Chordata,belongs_to,Animalia
Chordata,belongs_to,Animalia
Chordata,belongs_to,Animalia
Chordata,belongs_to,Animalia
Chordata,belongs_to,Animalia
Chordata,belongs_to,Animalia
Chordata,belongs_to,Animalia
Chordata,belongs_to,Animalia
Chordata,belongs_to,Animalia
Chordata,belongs_to,Animalia
Chordata,belongs_to,Animalia
Chordata,belongs_to,Animalia
Chordata,belongs_to,Animalia
Chordata,belongs_to,Animalia
Chordata,belongs_to,Animalia
Chordata,belongs_to,Animalia
Chordata,belongs_to,Animalia
Chordata,belongs_to,Animalia
Chordata,belongs_to,Animalia
Chordata,belongs_to,Animalia
Chordata,belongs_to,Animalia
Chordata,belongs_to,Animalia
Chordata,belongs_to,Animalia
Chordata,belongs_to,Animalia
Chordata,belongs_to,Animalia
Chordata,belongs_to,Animalia
Chordata,belongs_to,Animalia
Chordata,belongs_to,Animalia
Chordata,belongs_to,Animalia
Chordata,belongs_to,Animalia
Chordata,belongs_to,Animalia
Chordata,belongs_to,Animalia
Chordata,belongs_to,Animalia
Chordata,belongs_to,Animalia
Chordata,belongs_to,Animalia
Chordata,belongs_to,Animalia
Chordata,belongs_to,Animalia
Chordata,belongs_to,Animalia
Chordata,belongs_to,Animalia
Chordata,belongs_to,Animalia
Chordata,belongs_to,Animalia
Chordata,belongs_to,Animalia
Chordata,belongs_to,Animalia
Chordata,belongs_to,Animalia
Chordata,belongs_to,Animalia
Chordata,belongs_to,Animalia
Chordata,belongs_to,Animalia
Chordata,belongs_to,Animalia
Chordata,belongs_to,Animalia
Chordata,belongs_to,Animalia
Chordata,belongs_to,Animalia
Chordata,belongs_to,Animalia
Chordata,belongs_to,Animalia
Chordata,belongs_to,Animalia
Chordata,belongs_to,Animalia
Chordata,belongs_to,Animalia
Chordata,belongs_to,Animalia
Chordata,belongs_to,Animalia
Chordata,belongs_to,Animalia
Chordata,belongs_to,Animalia
Chordata,belongs_to,Animalia
Chordata,belongs_to,Animalia
Chordata,belongs_to,Animalia
Chordata,belongs_to,Animalia
Chordata,belongs_to,Animalia
Chordata,belongs_to,Animalia
Chordata,belongs_to,Animalia
Chordata,is_type,Phylum
Chordata,is_type,Phylum
Chordata,is_type,Phylum
Chordata,is_type,Phylum
Chordata,is_type,Phylum
Chordata,is_type,Phylum
Chordata,is_type,Phylum
Chordata,is_type,Phylum
Chordata,is_type,Phylum
Chordata,is_type,Phylum
Chordata,is_type,Phylum
Chordata,is_type,Phylum
Chordata,is_type,Phylum
Chordata,is_type,Phylum
Chordata,is_type,Phylum
Chordata,is_type,Phylum
Chordata,is_type,Phylum
Chordata,is_type,Phylum
Chordata,is_type,Phylum
Chordata,is_type,Phylum
Chordata,is_type,Phylum
Chordata,is_type,Phylum
Chordata,is_type,Phylum
Chordata,is_type,Phylum
Chordata,is_type,Phylum
Chordata,is_type,Phylum
Chordata,is_type,Phylum
Chordata,is_type,Phylum
Chordata,is_type,Phylum
Chordata,is_type,Phylum
Chordata,is_type,Phylum
Chordata,is_type,Phylum
Chordata,is_type,Phylum
Chordata,is_type,Phylum
Chordata,is_type,Phylum
Chordata,is_type,Phylum
Chordata,is_type,Phylum
Chordata,is_type,Phylum
Chordata,is_type,Phylum
Chordata,is_type,Phylum
Chordata,is_type,Phylum
Chordata,is_type,Phylum
Chordata,is_type,Phylum
Chordata,is_type,Phylum
Chordata,is_type,Phylum
Chordata,is_type,Phylum
Chordata,is_type,Phylum
Chordata,is_type,Phylum
Chordata,is_type,Phylum
Chordata,is_type,Phylum
Chordata,is_type,Phylum
Chordata,is_type,Phylum
Chordata,is_type,Phylum
Chordata,is_type,Phylum
Chordata,is_type,Phylum
Chordata,is_type,Phylum
Chordata,is_type,Phylum
Chordata,is_type,Phylum
Chordata,is_type,Phylum
Chordata,is_type,Phylum
Chordata,is_type,Phylum
Chordata,is_type,Phylum
Chordata,is_type,Phylum
Chordata,is_type,Phylum
Chordata,is_type,Phylum
Chordata,is_type,Phylum
Chordata,is_type,Phylum
Chordata,is_type,Phylum
Chromista,is_type,Kingdom
Chromista,is_type,Kingdom
Chromista,is_type,Kingdom
Cicadellidae,belongs_to,Hemiptera
Cicadellidae,is_type,Family
Cichorium intybus,belongs_to,Asteraceae
Cichorium intybus,is_type,Species
Cicindela sexguttata,belongs_to,Carabidae
Cicindela sexguttata,is_type,Species
Ciona intestinalis,belongs_to,Cionidae
Ciona intestinalis,is_type,Species
Cionidae,belongs_to,Enterogona
Cionidae,is_type,Family
Circus cyaneus,belongs_to,Accipitridae
Circus cyaneus,is_type,Species
Cistaceae,belongs_to,Malvales
Cistaceae,belongs_to,Malvales
Cistaceae,is_type,Family
Cistaceae,is_type,Family
Clethra alnifolia,belongs_to,Clethraceae
Clethra alnifolia,is_type,Species
Clethraceae,belongs_to,Ericales
Clethraceae,is_type,Family
Clusiaceae,belongs_to,Malpighiales
Clusiaceae,belongs_to,Malpighiales
Clusiaceae,belongs_to,Malpighiales
Clusiaceae,is_type,Family
Clusiaceae,is_type,Family
Clusiaceae,is_type,Family
Cnidaria,belongs_to,Animalia
Cnidaria,is_type,Phylum
Coccotylus truncatus,belongs_to,Phyllophoraceae
Coccotylus truncatus,is_type,Species
Codiaceae,belongs_to,Bryopsidales
Codiaceae,is_type,Family
Codium fragile,belongs_to,Codiaceae
Codium fragile,is_type,Species
Coleoptera,belongs_to,Insecta
Coleoptera,belongs_to,Insecta
Coleoptera,is_type,Order
Coleoptera,is_type,Order
Colinus virginianus,belongs_to,Odontophoridae
Colinus virginianus,is_type,Species
Collybia tuberosa,belongs_to,Tricholomataceae
Collybia tuberosa,is_type,Species
Columbellidae,belongs_to,Neogastropoda
Columbellidae,is_type,Family
Columbidae,belongs_to,Columbiformes
Columbidae,is_type,Family
Columbiformes,belongs_to,Aves
Columbiformes,is_type,Order
Commelina communis,belongs_to,Commelinaceae
Commelina communis,is_type,Species
Commelinaceae,belongs_to,Commelinales
Commelinaceae,is_type,Family
Commelinales,belongs_to,Liliopsida
Commelinales,belongs_to,Liliopsida
Commelinales,is_type,Order
Commelinales,is_type,Order
Comptonia peregrina,belongs_to,Myricaceae
Comptonia peregrina,is_type,Species
Coprinellus truncorum,belongs_to,Psathyrellaceae
Coprinellus truncorum,is_type,Species
Coprinus truncorum,belongs_to,Agaricaceae
Coprinus truncorum,is_type,Species
Coraciiformes,belongs_to,Aves
Coraciiformes,is_type,Order
Cornaceae,belongs_to,Cornales
Cornaceae,belongs_to,Cornales
Cornaceae,is_type,Family
Cornaceae,is_type,Family
Cornales,belongs_to,Magnoliopsida
Cornales,belongs_to,Magnoliopsida
Cornales,is_type,Order
Cornales,is_type,Order
Cornus florida,belongs_to,Cornaceae
Cornus florida,is_type,Species
Cortinariaceae,belongs_to,Agaricales
Cortinariaceae,belongs_to,Agaricales
Cortinariaceae,belongs_to,Agaricales
Cortinariaceae,belongs_to,Agaricales
Cortinariaceae,belongs_to,Agaricales
Cortinariaceae,is_type,Family
Cortinariaceae,is_type,Family
Cortinariaceae,is_type,Family
Cortinariaceae,is_type,Family
Cortinariaceae,is_type,Family
Cortinarius alboviolaceus,belongs_to,Cortinariaceae
Cortinarius alboviolaceus,is_type,Species
Cortinarius corrugatus,belongs_to,Cortinariaceae
Cortinarius corrugatus,is_type,Species
Cortinarius iodes,belongs_to,Cortinariaceae
Cortinarius iodes,is_type,Species
Cortinarius purpurascens,belongs_to,Cortinariaceae
Cortinarius purpurascens,is_type,Species
Cortinarius semisanguineus,belongs_to,Cortinariaceae
Cortinarius semisanguineus,is_type,Species
Corvidae,belongs_to,Passeriformes
Corvidae,belongs_to,Passeriformes
Corvidae,is_type,Family
Corvidae,is_type,Family
Corvus brachyrhynchos,belongs_to,Corvidae
Corvus brachyrhynchos,is_type,Species
Corylus cornuta,belongs_to,Betulaceae
Corylus cornuta,is_type,Species
Costoanachis translirata,belongs_to,Columbellidae
Costoanachis translirata,is_type,Species
Crambidae,belongs_to,Lepidoptera
Crambidae,belongs_to,Lepidoptera
Crambidae,belongs_to,Lepidoptera
Crambidae,is_type,Family
Crambidae,is_type,Family
Crambidae,is_type,Family
Craterellus cornucopiodes,belongs_to,Cantharellaceae
Craterellus cornucopiodes,is_type,Species
Crepidula fornicata,belongs_to,Calyptraeidae
Crepidula fornicata,is_type,Species
Ctenophora,belongs_to,Animalia
Ctenophora,is_type,Phylum
Cupido comyntas,belongs_to,Lycaenidae
Cupido comyntas,is_type,Species
Cupressaceae,belongs_to,Pinales
Cupressaceae,belongs_to,Pinales
Cupressaceae,is_type,Family
Cupressaceae,is_type,Family
Cyanocitta cristata,belongs_to,Corvidae
Cyanocitta cristata,is_type,Species
Cynanchum louiseae,belongs_to,Asclepiadaceae
Cynanchum louiseae,is_type,Species
Cyperaceae,belongs_to,Poales
Cyperaceae,belongs_to,Poales
Cyperaceae,belongs_to,Poales
Cyperaceae,is_type,Family
Cyperaceae,is_type,Family
Cyperaceae,is_type,Family
Cyperus esculentus,belongs_to,Cyperaceae
Cyperus esculentus,is_type,Species
Cyprinodon variegatus,belongs_to,Cyprinodontidae
Cyprinodon variegatus,is_type,Species
Cyprinodontidae,belongs_to,Cyprinodontiformes
Cyprinodontidae,is_type,Family
Cyprinodontiformes,belongs_to,Actinopterygii
Cyprinodontiformes,is_type,Order
Cypripedium acaule,belongs_to,Orchidaceae
Cypripedium acaule,is_type,Species
Danaus plexippus,belongs_to,Nymphalidae
Danaus plexippus,is_type,Species
Dasya baillouviana,belongs_to,Dasyaceae
Dasya baillouviana,is_type,Species
Dasyaceae,belongs_to,Ceramiales
Dasyaceae,is_type,Family
Daucus carota,belongs_to,Apiaceae
Daucus carota,is_type,Species
Decapoda,belongs_to,Malacostraca
Decapoda,belongs_to,Malacostraca
Decapoda,belongs_to,Malacostraca
Decapoda,belongs_to,Malacostraca
Decapoda,is_type,Order
Decapoda,is_type,Order
Decapoda,is_type,Order
Decapoda,is_type,Order
Decodon verticillatus,belongs_to,Lythraceae
Decodon verticillatus,is_type,Species
Dendroica coronata,belongs_to,Parulidae
Dendroica coronata,is_type,Species
Dendroica palmarum,belongs_to,Parulidae
Dendroica palmarum,is_type,Species
Dendroica petechia,belongs_to,Parulidae
Dendroica petechia,is_type,Species
Dennstaedtiaceae,belongs_to,Polypodiales
Dennstaedtiaceae,is_type,Family
Dermateaceae,belongs_to,Helotiales
Dermateaceae,is_type,Family
Desmodium paniculatum,belongs_to,Fabaceae
Desmodium paniculatum,is_type,Species
Dichanthelium clandestinum,belongs_to,Poaceae
Dichanthelium clandestinum,is_type,Species
Dicranaceae,belongs_to,Dicranales
Dicranaceae,belongs_to,Dicranales
Dicranaceae,is_type,Family
Dicranaceae,is_type,Family
Dicranales,belongs_to,Bryopsida
Dicranales,belongs_to,Bryopsida
Dicranales,is_type,Order
Dicranales,is_type,Order
Dicranum bonjeanii,belongs_to,Dicranaceae
Dicranum bonjeanii,is_type,Species
Dicranum scoparium,belongs_to,Dicranaceae
Dicranum scoparium,is_type,Species
Didemnidae,belongs_to,Enterogona
Didemnidae,is_type,Family
Didemnum albidum,belongs_to,Didemnidae
Didemnum albidum,is_type,Species
Digitaria sanguinalis,belongs_to,Poaceae
Digitaria sanguinalis,is_type,Species
Dipsacales,belongs_to,Magnoliopsida
Dipsacales,belongs_to,Magnoliopsida
Dipsacales,belongs_to,Magnoliopsida
Dipsacales,belongs_to,Magnoliopsida
Dipsacales,belongs_to,Magnoliopsida
Dipsacales,is_type,Order
Dipsacales,is_type,Order
Dipsacales,is_type,Order
Dipsacales,is_type,Order
Dipsacales,is_type,Order
Diptera,belongs_to,Insecta
Diptera,belongs_to,Insecta
Diptera,is_type,Order
Diptera,is_type,Order
Distichlis spicata,belongs_to,Poaceae
Distichlis spicata,is_type,Species
Dolichovespula maculata,belongs_to,Vespidae
Dolichovespula maculata,is_type,Species
Dothideales,belongs_to,Dothideomycetes
Dothideales,is_type,Order
Dothideomycetes,belongs_to,Ascomycota
Dothideomycetes,is_type,Class
Drosera rotundifolia,belongs_to,Droseraceae
Drosera rotundifolia,is_type,Species
Droseraceae,belongs_to,Caryophyllales
Droseraceae,is_type,Family
Dumetella carolinensis,belongs_to,Mimidae
Dumetella carolinensis,is_type,Species
Echinodermata,belongs_to,Animalia
Echinodermata,belongs_to,Animalia
Echinodermata,is_type,Phylum
Echinodermata,is_type,Phylum
Echinoidea,belongs_to,Echinodermata
Echinoidea,is_type,Class
Eichhornia crassipes,belongs_to,Pontederiaceae
Eichhornia crassipes,is_type,Species
Elaeagnaceae,belongs_to,Rosales
Elaeagnaceae,is_type,Family
Elaeagnus umbellata,belongs_to,Elaeagnaceae
Elaeagnus umbellata,is_type,Species
Emberizidae,belongs_to,Passeriformes
Emberizidae,belongs_to,Passeriformes
Emberizidae,belongs_to,Passeriformes
Emberizidae,belongs_to,Passeriformes
Emberizidae,is_type,Family
Emberizidae,is_type,Family
Emberizidae,is_type,Family
Emberizidae,is_type,Family
Enterogona,belongs_to,Ascidiacea
Enterogona,belongs_to,Ascidiacea
Enterogona,belongs_to,Ascidiacea
Enterogona,is_type,Order
Enterogona,is_type,Order
Enterogona,is_type,Order
Entolomataceae,belongs_to,Agaricales
Entolomataceae,is_type,Family
Epialtidae,belongs_to,Decapoda
Epialtidae,is_type,Family
Epifagus virginiana,belongs_to,Orobanchaceae
Epifagus virginiana,is_type,Species
Epigaea repens,belongs_to,Ericaceae
Epigaea repens,is_type,Species
Eragrostis spectabilis,belongs_to,Poaceae
Eragrostis spectabilis,is_type,Species
Ericaceae,belongs_to,Ericales
Ericaceae,belongs_to,Ericales
Ericaceae,belongs_to,Ericales
Ericaceae,belongs_to,Ericales
Ericaceae,belongs_to,Ericales
Ericaceae,belongs_to,Ericales
Ericaceae,belongs_to,Ericales
Ericaceae,belongs_to,Ericales
Ericaceae,belongs_to,Ericales
Ericaceae,belongs_to,Ericales
Ericaceae,belongs_to,Ericales
Ericaceae,belongs_to,Ericales
Ericaceae,is_type,Family
Ericaceae,is_type,Family
Ericaceae,is_type,Family
Ericaceae,is_type,Family
Ericaceae,is_type,Family
Ericaceae,is_type,Family
Ericaceae,is_type,Family
Ericaceae,is_type,Family
